,playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
44844,smithch07,2016,1,OAK,AL,0,0,13,0,0,0,0,74,14,8,2,13,29,0.165,2.92,0.0,0,0.0,0,100.0,8,9,0.0,2.0,1.0
44845,smithja06,2016,1,SDN,NL,1,0,4,0,0,0,0,12,5,2,1,1,3,0.333,4.5,0.0,0,1.0,0,17.0,1,2,0.0,0.0,1.0
44846,smithjo05,2016,1,LAA,AL,1,4,38,0,0,0,6,113,36,16,4,13,25,0.257,3.82,3.0,0,5.0,1,160.0,16,16,1.0,1.0,4.0
44847,smithjo05,2016,2,CHN,NL,1,1,16,0,0,0,0,43,11,4,4,5,15,0.216,2.51,0.0,0,1.0,0,57.0,3,4,0.0,0.0,0.0
44848,smithjo07,2016,1,CIN,NL,3,3,32,2,0,0,0,179,57,31,11,26,48,0.247,4.68,1.0,1,1.0,0,260.0,8,32,1.0,1.0,1.0
44849,smithwi04,2016,1,MIL,NL,1,3,27,0,0,0,0,66,18,9,3,9,22,0.225,3.68,1.0,3,1.0,0,92.0,3,13,1.0,1.0,2.0
44850,smithwi04,2016,2,SFN,NL,1,1,26,0,0,0,0,55,13,6,0,9,26,0.197,2.95,0.0,0,0.0,0,75.0,1,6,0.0,0.0,1.0
44851,smokejo01,2016,1,NYN,NL,3,0,20,0,0,0,0,46,16,8,4,4,25,0.267,4.7,1.0,0,1.0,0,65.0,4,10,0.0,0.0,2.0
44852,smylydr01,2016,1,TBA,AL,7,12,30,30,0,0,0,526,174,95,32,49,167,0.259,4.88,2.0,10,2.0,0,738.0,0,103,5.0,11.0,10.0
44853,snellbl01,2016,1,TBA,AL,6,8,19,19,0,0,0,267,93,35,5,51,98,0.269,3.54,0.0,6,0.0,1,401.0,0,44,2.0,2.0,7.0
44854,socolmi01,2016,1,SLN,NL,1,0,15,0,0,0,0,54,5,4,2,5,16,0.086,2.0,0.0,0,0.0,0,64.0,6,4,0.0,1.0,0.0
44855,solissa01,2016,1,WAS,NL,2,4,37,0,0,0,0,123,31,11,1,21,47,0.211,2.41,2.0,2,1.0,0,172.0,10,12,3.0,0.0,3.0
44856,somsela01,2016,1,CIN,NL,0,0,2,0,0,0,0,7,6,5,2,3,2,0.462,19.29,0.0,0,0.0,0,16.0,1,5,0.0,0.0,0.0
44857,soriajo01,2016,1,KCA,AL,5,8,70,0,0,0,1,200,70,30,10,27,68,0.271,4.05,0.0,2,2.0,3,293.0,18,31,4.0,2.0,2.0
44858,stephro01,2016,1,CIN,NL,2,3,8,8,0,0,0,111,41,25,9,19,31,0.279,6.08,1.0,2,4.0,1,170.0,0,26,0.0,0.0,3.0
44859,stewabr01,2016,1,LAN,NL,2,2,7,5,0,0,0,84,33,18,7,12,25,0.292,5.79,1.0,0,0.0,0,126.0,0,18,1.0,0.0,1.0
44860,storedr01,2016,1,TOR,AL,1,3,38,0,0,0,3,100,43,23,6,10,32,0.309,6.21,1.0,0,6.0,1,156.0,13,23,1.0,0.0,2.0
44861,storedr01,2016,2,SEA,AL,3,0,19,0,0,0,0,55,13,7,1,3,16,0.191,3.44,0.0,0,1.0,0,72.0,1,7,0.0,0.0,1.0
44862,strahma01,2016,1,KCA,AL,2,2,21,0,0,0,0,66,13,3,0,11,30,0.173,1.23,1.0,1,1.0,0,88.0,1,4,0.0,1.0,3.0
44863,straida01,2016,1,CIN,NL,14,8,34,31,0,0,0,574,154,80,31,73,162,0.22,3.76,4.0,3,11.0,1,792.0,0,80,6.0,3.0,10.0
44864,strasst01,2016,1,WAS,NL,15,4,24,24,0,0,0,443,119,59,15,44,183,0.218,3.6,1.0,2,2.0,0,598.0,0,59,5.0,1.0,7.0
44865,stratch01,2016,1,SFN,NL,1,0,7,0,0,0,0,30,11,4,1,5,6,0.289,3.6,0.0,0,0.0,0,43.0,7,4,0.0,0.0,2.0
44866,streehu01,2016,1,LAA,AL,3,2,26,0,0,0,9,67,31,16,5,12,14,0.337,6.45,2.0,0,0.0,0,105.0,21,16,0.0,1.0,2.0
44867,strichu01,2016,1,SFN,NL,3,3,72,0,0,0,3,183,50,21,4,19,57,0.221,3.1,3.0,3,2.0,0,250.0,14,21,0.0,3.0,2.0
44868,stripro01,2016,1,LAN,NL,5,9,22,14,0,0,0,300,96,44,10,30,74,0.25,3.96,3.0,6,1.0,0,419.0,4,46,3.0,1.0,7.0
44869,stromma01,2016,1,TOR,AL,9,10,32,32,0,0,0,612,209,99,21,54,166,0.264,4.37,0.0,9,4.0,1,855.0,0,104,2.0,2.0,22.0
44870,stroppe01,2016,1,CHN,NL,2,2,54,0,0,0,0,142,27,15,4,15,60,0.163,2.85,1.0,7,4.0,0,187.0,8,16,0.0,2.0,3.0
44871,stumpda01,2016,1,PHI,NL,0,0,7,0,0,0,0,15,9,6,1,2,2,0.409,10.8,0.0,1,0.0,0,25.0,3,6,1.0,0.0,0.0
44872,sturdty01,2016,1,TBA,AL,0,1,16,0,0,0,0,55,18,8,1,6,14,0.273,3.93,1.0,0,1.0,0,75.0,6,8,2.0,0.0,2.0
44873,suareal01,2016,1,SFN,NL,3,5,22,12,0,0,0,252,84,40,11,26,54,0.264,4.29,5.0,1,4.0,0,355.0,2,42,4.0,3.0,8.0
44874,surkaer01,2016,1,OAK,AL,0,5,9,9,0,0,0,116,55,30,8,21,22,0.327,6.98,2.0,1,5.0,0,197.0,0,32,0.0,3.0,3.0
44875,suterbr01,2016,1,MIL,NL,2,2,14,2,0,0,0,65,25,8,3,5,15,0.298,3.32,0.0,1,1.0,0,91.0,4,8,1.0,0.0,0.0
44876,swarzan01,2016,1,NYA,AL,1,2,26,0,0,0,0,93,28,19,10,7,31,0.243,5.52,0.0,1,1.0,0,124.0,6,19,0.0,1.0,3.0
44877,syndeno01,2016,1,NYN,NL,14,9,31,30,0,0,0,551,168,53,11,43,218,0.243,2.6,2.0,10,2.0,1,744.0,0,61,3.0,4.0,14.0
44878,taillja01,2016,1,PIT,NL,5,4,18,18,0,0,0,312,99,39,13,17,85,0.252,3.38,1.0,1,3.0,2,418.0,0,40,4.0,1.0,12.0
44879,tanakma01,2016,1,NYA,AL,14,4,31,31,0,0,0,599,179,68,22,36,165,0.236,3.07,0.0,7,3.0,0,805.0,0,75,4.0,3.0,10.0
44880,tazawju01,2016,1,BOS,AL,3,2,53,0,0,0,0,149,47,23,9,14,54,0.245,4.17,1.0,4,1.0,0,208.0,5,23,0.0,1.0,2.0
44881,teherju01,2016,1,ATL,NL,7,10,30,30,1,1,0,564,157,67,22,41,167,0.223,3.21,2.0,7,9.0,1,758.0,0,70,4.0,1.0,11.0
44882,tejadru01,2016,1,SLN,NL,0,0,1,0,0,0,0,3,2,2,2,0,0,0.4,18.0,0.0,0,0.0,0,5.0,1,2,0.0,0.0,0.0
44883,teperry01,2016,1,TOR,AL,0,1,20,0,0,0,0,55,17,6,1,8,18,0.233,2.95,1.0,3,3.0,0,85.0,13,8,1.0,0.0,0.0
44884,tepesni01,2016,1,LAN,NL,0,1,1,1,0,0,0,12,7,5,1,0,3,0.368,11.25,0.0,0,0.0,0,19.0,0,5,0.0,0.0,0.0
44885,thompja03,2016,1,PHI,NL,3,6,10,10,0,0,0,161,53,34,10,28,32,0.265,5.7,1.0,4,4.0,0,237.0,0,34,2.0,3.0,9.0
44886,thornma01,2016,1,SDN,NL,1,0,18,0,0,0,0,51,22,11,2,6,9,0.314,5.82,0.0,0,1.0,0,77.0,8,12,0.0,0.0,4.0
44887,thornty01,2016,1,MIL,NL,8,5,67,0,0,0,13,201,38,16,6,25,90,0.162,2.15,1.0,4,2.0,0,263.0,23,19,0.0,1.0,1.0
44888,tillmch01,2016,1,BAL,AL,16,6,30,30,0,0,0,516,155,72,19,66,140,0.244,3.77,1.0,9,7.0,0,715.0,0,73,2.0,4.0,20.0
44889,tollesh01,2016,1,TEX,AL,2,2,37,0,0,0,11,109,53,31,8,10,29,0.338,7.68,2.0,1,0.0,0,168.0,19,32,0.0,1.0,0.0
44890,tollias01,2016,1,BAL,AL,1,0,5,0,0,0,0,14,5,3,1,3,5,0.263,5.79,0.0,0,0.0,0,22.0,2,4,0.0,0.0,0.0
44891,tomlijo01,2016,1,CLE,AL,13,9,30,29,0,0,0,522,187,85,36,20,118,0.269,4.4,2.0,4,3.0,0,725.0,1,97,4.0,4.0,6.0
44892,tonkimi01,2016,1,MIN,AL,3,2,65,0,0,0,0,215,80,40,13,24,80,0.28,5.02,0.0,5,3.0,0,315.0,23,46,2.0,0.0,7.0
44893,torreca01,2016,1,MIL,NL,3,3,72,0,0,0,2,247,65,25,8,30,78,0.217,2.73,3.0,1,4.0,1,339.0,12,26,3.0,2.0,6.0
44894,torrejo02,2016,1,SDN,NL,0,0,4,0,0,0,0,9,3,0,0,2,3,0.25,0.0,0.0,1,0.0,0,14.0,1,0,0.0,0.0,0.0
44895,treinbl01,2016,1,WAS,NL,4,1,73,0,0,0,1,201,51,17,5,31,63,0.224,2.28,6.0,1,0.0,0,263.0,17,19,2.0,2.0,17.0
44896,triggan01,2016,1,OAK,AL,1,1,24,6,0,0,0,169,56,27,5,13,55,0.255,4.31,1.0,2,3.0,0,238.0,7,30,1.0,1.0,3.0
44897,tropeni01,2016,1,LAA,AL,3,2,13,13,0,0,0,205,70,27,14,31,68,0.27,3.56,1.0,4,2.0,0,296.0,0,27,1.0,3.0,4.0
44898,tsaoch01,2016,1,LAN,NL,0,1,2,0,0,0,0,5,1,1,0,3,0,0.167,5.4,0.0,0,0.0,0,9.0,2,1,0.0,0.0,0.0
44899,tuivasa01,2016,1,SLN,NL,0,0,12,0,0,0,0,27,12,6,0,6,7,0.308,6.0,0.0,1,2.0,0,47.0,4,6,0.0,0.0,0.0
44900,turneja01,2016,1,CHA,AL,1,2,18,2,0,0,0,74,33,18,5,16,18,0.324,6.57,1.0,2,2.0,0,122.0,8,27,0.0,2.0,3.0
44901,ueharko01,2016,1,BOS,AL,2,3,50,0,0,0,7,141,34,18,8,11,63,0.2,3.45,1.0,1,2.0,0,184.0,12,18,1.0,0.0,2.0
44902,urenajo01,2016,1,MIA,NL,4,9,28,12,0,0,1,251,91,57,11,29,58,0.275,6.13,6.0,0,6.0,0,373.0,4,59,3.0,4.0,6.0
44903,uriasju01,2016,1,LAN,NL,5,2,18,15,0,0,0,231,81,29,5,31,84,0.274,3.39,0.0,3,4.0,0,336.0,1,32,4.0,1.0,6.0
44904,valdejo03,2016,1,LAA,AL,2,3,25,0,0,0,0,70,17,11,4,16,22,0.202,4.24,0.0,2,0.0,1,100.0,4,11,0.0,0.0,2.0
44905,vargace01,2016,1,SDN,NL,0,3,7,7,0,0,0,102,41,19,5,15,28,0.301,5.03,1.0,0,1.0,0,154.0,0,19,0.0,2.0,3.0
44906,vargaja01,2016,1,KCA,AL,0,0,3,3,0,0,0,36,8,3,1,3,11,0.182,2.25,0.0,0,0.0,0,47.0,0,3,0.0,0.0,0.0
44907,velasvi01,2016,1,PHI,NL,8,6,24,24,1,1,0,393,129,60,21,45,152,0.263,4.12,1.0,3,1.0,0,551.0,0,64,9.0,5.0,12.0
44908,vendipa01,2016,1,TOR,AL,0,0,8,0,0,0,0,26,11,5,1,4,7,0.297,5.19,0.0,0,1.0,0,44.0,3,8,0.0,2.0,0.0
44909,vendipa01,2016,2,SEA,AL,0,0,7,0,0,0,0,40,13,9,4,7,12,0.265,6.08,1.0,0,1.0,0,58.0,4,10,0.0,1.0,3.0
44910,ventuyo01,2016,1,KCA,AL,11,12,32,32,2,0,0,558,190,92,23,78,144,0.263,4.45,1.0,13,8.0,1,816.0,0,96,3.0,4.0,21.0
44911,verhadr01,2016,1,DET,AL,1,0,19,0,0,0,0,57,28,15,3,7,10,0.346,7.11,1.0,1,1.0,0,90.0,4,15,0.0,1.0,2.0
44912,verlaju01,2016,1,DET,AL,16,9,34,34,2,0,0,683,171,77,30,57,254,0.207,3.04,1.0,6,8.0,0,903.0,0,81,4.0,7.0,8.0
44913,verrelo01,2016,1,NYN,NL,3,8,35,12,0,0,0,275,100,53,16,43,66,0.283,5.2,3.0,4,4.0,1,406.0,10,55,3.0,3.0,10.0
44914,villaca01,2016,1,SDN,NL,2,2,51,0,0,0,1,222,89,49,17,14,61,0.297,5.96,4.0,2,3.0,0,321.0,11,50,2.0,2.0,4.0
44915,vinceni01,2016,1,SEA,AL,4,4,60,0,0,0,3,181,53,25,11,15,65,0.231,3.73,5.0,0,1.0,0,247.0,15,26,1.0,1.0,4.0
44916,vizcaar01,2016,1,ATL,NL,1,4,43,0,0,0,10,116,37,19,3,26,50,0.24,4.42,3.0,3,1.0,1,182.0,24,25,1.0,0.0,2.0
44917,vogelry01,2016,1,PIT,NL,3,7,24,14,0,0,0,247,80,44,11,40,61,0.254,4.81,2.0,4,4.0,0,366.0,2,51,6.0,0.0,6.0
44918,volqued01,2016,1,KCA,AL,10,11,34,34,0,0,0,568,217,113,23,76,139,0.286,5.37,1.0,5,7.0,1,853.0,0,124,6.0,6.0,16.0
44919,wachami01,2016,1,SLN,NL,7,7,27,24,0,0,0,414,159,78,15,45,114,0.289,5.09,6.0,6,1.0,0,606.0,1,86,4.0,5.0,11.0
44920,wagnety01,2016,1,ARI,NL,1,0,3,0,0,0,0,30,9,2,0,2,7,0.237,1.8,0.0,0,0.0,0,40.0,0,3,0.0,0.0,1.0
44921,wainwad01,2016,1,SLN,NL,13,9,33,33,1,1,0,596,220,102,22,59,161,0.287,4.62,4.0,1,5.0,0,847.0,0,108,8.0,9.0,27.0
44922,walketa01,2016,1,SEA,AL,8,11,25,25,1,1,0,403,129,63,27,37,119,0.247,4.22,2.0,4,8.0,1,573.0,0,75,3.0,3.0,8.0
44923,wangch01,2016,1,KCA,AL,6,0,38,0,0,0,0,160,60,25,6,18,30,0.286,4.22,0.0,1,2.0,0,231.0,24,27,1.0,0.0,5.0
44924,warread01,2016,1,CHN,NL,3,2,29,1,0,0,0,105,31,23,7,19,27,0.238,5.91,4.0,0,0.0,0,152.0,4,24,2.0,1.0,1.0
44925,warread01,2016,2,NYA,AL,4,2,29,0,0,0,0,91,28,11,4,10,25,0.25,3.26,2.0,3,1.0,0,125.0,3,13,1.0,1.0,2.0
44926,watsoto01,2016,1,PIT,NL,2,5,70,0,0,0,15,203,52,23,10,20,58,0.215,3.06,1.0,0,3.0,0,272.0,27,26,4.0,3.0,9.0
44927,weaveje02,2016,1,LAA,AL,12,12,31,31,1,1,0,534,209,100,37,51,103,0.297,5.06,2.0,1,4.0,2,767.0,0,106,1.0,6.0,19.0
44928,weavelu01,2016,1,SLN,NL,1,4,9,8,0,0,0,109,46,23,7,12,45,0.311,5.7,0.0,1,2.0,0,167.0,0,29,2.0,3.0,3.0
44929,webbda01,2016,1,CHA,AL,0,0,1,0,0,0,0,3,2,0,0,1,3,0.4,0.0,0.0,0,0.0,0,6.0,1,0,0.0,0.0,0.0
44930,webbry01,2016,1,TBA,AL,0,0,18,0,0,0,0,52,27,10,2,3,11,0.37,5.19,1.0,3,0.0,0,76.0,7,11,0.0,0.0,4.0
44931,weberry01,2016,1,ATL,NL,1,1,16,2,0,0,0,109,46,22,7,5,23,0.309,5.45,2.0,1,2.0,0,157.0,6,22,1.0,0.0,5.0
44932,wendejb01,2016,1,OAK,AL,0,0,8,0,0,0,0,38,18,14,3,9,12,0.327,9.95,0.0,2,0.0,0,64.0,3,15,0.0,0.0,0.0
44933,whalero01,2016,1,ATL,NL,1,2,5,5,0,0,0,74,20,18,4,12,25,0.217,6.57,0.0,1,3.0,0,110.0,0,20,2.0,1.0,1.0
44934,whitety01,2016,1,HOU,AL,0,0,1,0,0,0,0,3,1,1,1,0,0,0.25,9.0,0.0,0,0.0,0,4.0,1,1,0.0,0.0,0.0
44935,whitlch01,2016,1,TBA,AL,0,0,5,1,0,0,0,43,13,4,2,3,15,0.224,2.51,0.0,0,0.0,0,61.0,0,7,0.0,0.0,0.0
44936,wielajo01,2016,1,SEA,AL,0,1,1,1,0,0,0,15,9,6,1,0,3,0.391,10.8,0.0,0,0.0,0,23.0,0,6,0.0,0.0,1.0
44937,wilheto01,2016,1,TEX,AL,2,3,21,0,0,0,0,64,38,25,7,9,11,0.392,10.55,0.0,0,2.0,0,109.0,3,25,0.0,1.0,4.0
44938,wilheto01,2016,2,SEA,AL,0,1,29,0,0,0,1,75,22,10,4,10,17,0.244,3.6,0.0,0,0.0,0,100.0,2,10,0.0,0.0,4.0
44939,willije02,2016,1,SLN,NL,0,0,11,0,0,0,0,52,22,11,4,6,8,0.306,5.71,1.0,0,2.0,0,81.0,9,15,0.0,1.0,3.0
44940,willitr01,2016,1,PIT,NL,1,1,7,1,0,0,0,38,19,11,4,5,11,0.339,7.82,0.0,0,0.0,0,61.0,1,13,0.0,0.0,2.0
44941,wilsoal01,2016,1,DET,AL,4,0,62,0,0,0,0,219,68,24,5,21,49,0.252,2.96,5.0,2,1.0,0,297.0,6,26,0.0,5.0,8.0
44942,wilsoju10,2016,1,DET,AL,4,5,66,0,0,0,1,176,61,27,6,17,65,0.263,4.14,2.0,4,1.0,0,251.0,10,29,1.0,0.0,7.0
44943,wilsoty01,2016,1,BAL,AL,4,6,24,13,0,0,0,282,110,55,15,24,55,0.288,5.27,1.0,2,4.0,0,414.0,5,57,1.0,3.0,8.0
44944,wimmeal01,2016,1,MIN,AL,1,3,16,0,0,0,0,52,14,8,2,11,14,0.237,4.15,1.0,0,0.0,0,72.0,2,8,0.0,2.0,3.0
44945,winklda01,2016,1,ATL,NL,0,0,3,0,0,0,0,7,0,0,0,1,4,0.0,0.0,0.0,0,0.0,0,8.0,0,0,0.0,0.0,0.0
44946,wislema01,2016,1,ATL,NL,7,13,27,26,0,0,1,470,159,87,26,49,115,0.259,5.0,3.0,5,4.0,1,671.0,1,90,2.0,3.0,12.0
44947,withrch01,2016,1,ATL,NL,3,0,46,0,0,0,0,113,29,15,5,17,28,0.213,3.58,1.0,1,2.0,0,158.0,6,16,2.0,1.0,2.0
44948,wittgni01,2016,1,MIA,NL,4,3,48,0,0,0,0,155,50,18,6,10,42,0.254,3.14,2.0,1,1.0,0,213.0,9,18,3.0,2.0,2.0
44949,woodal02,2016,1,LAN,NL,1,4,14,10,0,0,0,181,56,25,5,20,66,0.245,3.73,0.0,4,3.0,0,255.0,0,30,0.0,2.0,5.0
44950,woodbl01,2016,1,CIN,NL,6,5,70,0,0,0,1,230,72,34,9,38,81,0.251,3.99,3.0,8,2.0,0,330.0,21,38,1.0,2.0,8.0
44951,woodtr01,2016,1,CHN,NL,4,0,77,0,0,0,0,183,45,20,8,24,47,0.199,2.95,2.0,0,1.0,0,252.0,16,24,1.0,0.0,3.0
44952,worleva01,2016,1,BAL,AL,2,2,35,4,0,0,1,260,84,34,11,35,56,0.261,3.53,0.0,3,3.0,0,365.0,13,37,0.0,3.0,12.0
44953,wrighda04,2016,1,CIN,NL,0,2,4,2,0,0,0,39,25,11,2,2,6,0.417,7.62,0.0,1,0.0,0,64.0,0,16,1.0,1.0,2.0
44954,wrighda04,2016,2,LAA,AL,1,3,5,5,0,0,0,80,32,16,5,6,15,0.314,5.4,0.0,1,5.0,0,115.0,0,16,1.0,1.0,4.0
44955,wrighmi01,2016,1,BAL,AL,3,4,18,12,0,0,0,224,81,48,12,26,50,0.282,5.79,0.0,2,9.0,0,328.0,5,53,1.0,5.0,10.0
44956,wrighst01,2016,1,BOS,AL,13,6,24,24,4,1,0,470,138,58,12,57,127,0.235,3.33,1.0,10,8.0,0,656.0,0,74,2.0,2.0,16.0
44957,yateski01,2016,1,NYA,AL,2,1,41,0,0,0,0,124,41,24,5,19,50,0.258,5.23,1.0,1,4.0,0,184.0,11,24,1.0,1.0,1.0
44958,ynoaga01,2016,1,NYN,NL,1,0,10,3,0,0,0,55,26,13,0,7,17,0.333,6.38,0.0,0,1.0,0,88.0,2,13,0.0,2.0,1.0
44959,ynoami01,2016,1,CHA,AL,1,0,23,0,0,0,0,90,20,10,0,17,30,0.183,3.0,2.0,4,5.0,0,135.0,7,11,1.0,2.0,1.0
44960,youngch03,2016,1,KCA,AL,3,9,34,13,0,0,1,266,104,61,28,43,94,0.291,6.19,1.0,3,1.0,0,406.0,7,63,0.0,4.0,3.0
44961,youngma03,2016,1,ATL,NL,0,0,8,0,0,0,0,21,12,5,0,4,4,0.4,6.43,0.0,0,1.0,0,37.0,1,5,1.0,1.0,0.0
44962,zastrro01,2016,1,CHN,NL,1,0,8,1,0,0,0,48,12,2,0,5,17,0.207,1.13,0.0,0,1.0,0,66.0,1,3,0.0,2.0,1.0
44963,zieglbr01,2016,1,ARI,NL,2,3,36,0,0,0,18,115,41,12,1,15,27,0.281,2.82,5.0,0,2.0,0,165.0,30,13,1.0,1.0,10.0
44964,zieglbr01,2016,2,BOS,AL,2,4,33,0,0,0,4,89,26,5,1,11,31,0.234,1.52,2.0,1,1.0,0,124.0,12,8,1.0,0.0,6.0
44965,zimmejo02,2016,1,DET,AL,9,7,19,18,0,0,0,316,118,57,14,26,66,0.284,4.87,0.0,3,2.0,0,450.0,1,63,1.0,5.0,8.0
44966,zychto01,2016,1,SEA,AL,1,0,12,0,0,0,0,41,10,5,0,10,21,0.208,3.29,2.0,0,1.0,0,60.0,3,6,0.0,1.0,1.0
44967,abadfe01,2017,1,BOS,AL,2,1,48,0,0,0,1,131,40,16,4,14,37,0.242,3.3,1.0,0,1.0,1,182.0,15,18,0.0,2.0,4.0
44968,adamsau02,2017,1,WAS,NL,0,0,6,0,0,0,0,15,4,2,0,8,10,0.211,3.6,0.0,1,1.0,0,29.0,3,4,0.0,1.0,0.0
44969,adlemti01,2017,1,CIN,NL,5,11,30,20,0,0,0,367,124,75,29,51,108,0.264,5.52,1.0,1,6.0,1,531.0,4,79,1.0,4.0,8.0
44970,alberan01,2017,1,SEA,AL,5,1,9,6,0,0,1,123,43,16,6,10,37,0.262,3.51,0.0,1,2.0,0,178.0,2,22,0.0,1.0,3.0
44971,alberma01,2017,1,WAS,NL,7,2,63,0,0,0,2,183,35,11,6,17,63,0.166,1.62,0.0,0,4.0,0,233.0,23,12,0.0,1.0,6.0
44972,albural01,2017,1,KCA,AL,0,1,11,0,0,0,0,30,7,4,0,6,9,0.194,3.6,0.0,0,0.0,0,42.0,5,4,0.0,0.0,1.0
44973,albural01,2017,2,CHA,AL,0,1,10,0,0,0,0,24,3,1,0,2,5,0.111,1.13,0.0,0,0.0,0,29.0,2,1,0.0,0.0,0.0
44974,alcanra01,2017,1,OAK,AL,1,2,8,4,0,0,0,72,22,19,5,12,12,0.239,7.13,1.0,0,3.0,1,108.0,2,21,0.0,1.0,2.0
44975,alcansa01,2017,1,SLN,NL,0,0,8,0,0,0,0,25,9,4,2,6,10,0.273,4.32,0.0,0,0.0,0,39.0,3,6,0.0,0.0,2.0
44976,alcanvi01,2017,1,DET,AL,0,0,6,0,0,0,0,22,12,7,1,4,5,0.375,8.59,0.0,1,2.0,0,39.0,2,7,0.0,1.0,1.0
44977,alexasc01,2017,1,KCA,AL,5,4,58,0,0,0,4,207,62,19,3,28,59,0.246,2.48,0.0,3,0.0,0,283.0,9,23,1.0,2.0,13.0
44978,allenco01,2017,1,CLE,AL,3,7,69,0,0,0,30,202,57,22,9,21,92,0.221,2.94,0.0,9,2.0,0,282.0,55,24,1.0,0.0,1.0
44979,almonmi01,2017,1,KCA,AL,0,0,2,0,0,0,0,6,5,3,0,2,0,0.556,13.5,0.0,0,0.0,0,12.0,0,3,0.0,1.0,1.0
44980,altavda01,2017,1,SEA,AL,1,1,41,0,0,0,0,140,43,22,9,20,52,0.242,4.24,1.0,9,1.0,0,203.0,13,27,0.0,4.0,3.0
44981,alvarda01,2017,1,TEX,AL,2,0,20,0,0,0,0,49,19,5,1,14,17,0.292,2.76,0.0,2,1.0,1,82.0,3,8,0.0,2.0,2.0
44982,alvarhe01,2017,1,PHI,NL,0,1,3,3,0,0,0,44,14,7,2,11,6,0.25,4.3,1.0,0,0.0,1,67.0,0,7,0.0,0.0,2.0
44983,alvarjo02,2017,1,LAA,AL,0,3,64,0,0,0,1,146,50,21,7,12,45,0.263,3.88,5.0,1,0.0,0,203.0,12,23,1.0,0.0,5.0
44984,alvarjo03,2017,1,TBA,AL,0,3,35,0,0,0,0,89,24,12,1,9,29,0.216,3.64,1.0,2,0.0,0,123.0,6,12,2.0,1.0,1.0
44985,anderbr04,2017,1,CHN,NL,2,2,6,6,0,0,0,66,34,20,2,12,16,0.347,8.18,0.0,1,0.0,0,111.0,0,22,0.0,1.0,2.0
44986,anderbr04,2017,2,TOR,AL,2,2,7,7,0,0,0,100,39,19,3,9,22,0.302,5.13,0.0,1,0.0,0,140.0,0,19,0.0,2.0,5.0
44987,anderch01,2017,1,MIL,NL,12,4,25,25,0,0,0,424,113,43,14,41,133,0.22,2.74,1.0,0,7.0,0,569.0,0,47,5.0,2.0,11.0
44988,anderdr02,2017,1,PHI,NL,0,0,2,0,0,0,0,7,6,6,0,1,2,0.5,23.14,0.0,0,0.0,0,14.0,1,7,0.0,1.0,0.0
44989,anderty01,2017,1,COL,NL,6,6,17,15,0,0,0,258,88,46,16,26,81,0.269,4.81,0.0,6,2.0,2,362.0,1,48,5.0,2.0,8.0
44990,andrima01,2017,1,TBA,AL,5,5,18,17,0,0,1,258,90,43,16,28,76,0.264,4.5,1.0,3,4.0,2,374.0,1,48,0.0,1.0,6.0
44991,aokino01,2017,1,HOU,AL,0,0,1,0,0,0,0,3,1,3,0,2,0,0.333,27.0,0.0,0,0.0,0,6.0,1,3,0.0,1.0,0.0
44992,aquinja01,2017,1,BAL,AL,1,2,4,2,0,0,0,40,15,11,4,6,13,0.268,7.43,0.0,1,0.0,0,62.0,1,12,0.0,0.0,0.0
44993,aranovi01,2017,1,PHI,NL,1,0,10,0,0,0,0,32,6,2,0,4,13,0.158,1.69,0.0,0,0.0,0,42.0,2,2,0.0,0.0,0.0
44994,archech01,2017,1,TBA,AL,10,12,34,34,0,0,0,603,193,91,27,60,249,0.246,4.07,0.0,15,5.0,0,852.0,0,101,1.0,2.0,17.0
44995,armstsh01,2017,1,CLE,AL,1,0,21,0,0,0,0,74,23,12,5,10,20,0.237,4.38,0.0,1,1.0,0,108.0,14,12,0.0,0.0,1.0
44996,arrieja01,2017,1,CHN,NL,14,10,30,30,0,0,0,505,150,66,23,55,163,0.235,3.53,3.0,14,10.0,0,707.0,0,82,1.0,4.0,10.0
44997,arroybr01,2017,1,CIN,NL,3,6,14,14,0,0,0,213,94,58,23,19,45,0.32,7.35,2.0,1,2.0,0,322.0,0,59,5.0,2.0,3.0
44998,asheral01,2017,1,BAL,AL,2,5,24,6,0,0,0,180,61,35,10,23,47,0.263,5.25,2.0,4,7.0,0,265.0,6,36,1.0,2.0,7.0
44999,astinba01,2017,1,CIN,NL,0,0,6,0,0,0,0,24,9,6,2,7,2,0.29,6.75,0.0,0,2.0,0,41.0,1,6,0.0,1.0,1.0
45000,avilalu01,2017,1,LAN,NL,2,3,61,0,0,0,0,138,42,15,2,22,52,0.246,2.93,3.0,1,1.0,0,194.0,5,16,0.0,0.0,4.0
45001,axforjo01,2017,1,OAK,AL,0,1,22,0,0,0,0,63,27,15,3,17,21,0.31,6.43,0.0,1,2.0,0,109.0,8,16,1.0,2.0,1.0
45002,aybarer01,2017,1,SDN,NL,0,0,2,0,0,0,0,4,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,4.0,2,0,0.0,0.0,1.0
45003,baezpe01,2017,1,LAN,NL,3,6,66,0,0,0,0,192,56,21,9,29,64,0.225,2.95,2.0,1,2.0,1,280.0,6,24,0.0,0.0,1.0
