ERA,Hits,Earned Runs,Strike Outs,Home Runs,Wins,Losses,Outs Pitched,Batters Faced by Pitcher,Games Finished,Weight,Height,Games Started,salBin_low,salBin_mid,salBin_high,salBin_top
3.1,151,61,151,22,12,9,531,706,0,195,72,27,0,0,0,1
2.48,168,62,261,10,15,7,676,905,0,170,71,32,0,1,0,0
5.8,147,88,122,21,5,13,410,609,2,220,75,24,1,0,0,0
4.74,125,62,77,16,6,10,353,512,0,215,74,22,0,0,1,0
5.22,226,113,100,39,14,7,584,866,0,210,76,34,0,1,0,0
5.86,84,38,19,4,2,3,175,271,7,225,74,6,1,0,0,0
4.67,232,101,111,16,15,10,584,855,0,230,78,34,0,0,0,1
4.44,221,96,119,14,8,9,584,836,0,245,74,31,0,1,0,0
4.43,67,40,55,8,7,6,244,349,0,220,76,15,0,1,0,0
4.04,218,97,115,15,15,13,648,921,0,220,73,33,0,0,1,0
4.32,91,41,68,10,3,7,256,373,10,225,79,9,1,0,0,0
7.5,46,25,19,4,3,2,90,148,1,190,74,5,1,0,0,0
5.25,83,50,34,11,5,3,257,377,0,225,73,15,1,0,0,0
4.5,72,36,67,7,3,3,216,312,4,260,78,6,1,0,0,0
5.76,81,38,54,10,4,6,178,283,0,205,72,12,0,0,1,0
4.62,96,50,65,13,7,4,292,420,0,225,80,17,0,1,0,0
4.0,60,28,54,6,5,5,189,280,10,205,77,4,1,0,0,0
5.09,144,73,95,17,6,10,387,581,0,180,75,23,0,0,0,1
4.84,85,43,59,7,3,5,240,366,1,200,79,14,0,1,0,0
3.67,195,81,123,26,13,10,596,850,0,230,76,31,0,0,0,1
4.29,101,44,62,11,7,5,277,409,9,225,76,5,1,0,0,0
5.47,187,94,91,21,8,12,464,694,0,195,75,29,0,1,0,0
4.39,66,34,63,10,2,4,209,313,9,207,75,10,1,0,0,0
4.3,20,7,8,3,1,0,44,65,0,215,76,3,1,0,0,0
4.94,177,89,94,27,12,10,486,699,1,170,72,25,0,0,1,0
3.94,101,41,76,14,3,5,281,393,15,220,75,4,1,0,0,0
4.84,74,38,50,18,4,3,212,304,1,240,76,10,0,0,0,1
3.94,185,79,125,17,13,6,542,769,1,285,81,30,0,1,0,0
3.88,64,30,54,7,5,3,209,300,3,215,79,10,1,0,0,0
5.06,188,104,195,23,13,9,555,785,0,235,74,31,0,1,0,0
3.92,165,77,109,25,11,10,530,725,0,240,76,29,1,0,0,0
6.03,83,42,42,11,2,4,188,289,0,200,76,11,0,1,0,0
5.57,95,53,65,8,3,6,257,387,3,200,73,13,0,1,0,0
4.12,183,83,138,19,8,6,544,757,0,190,72,30,0,0,0,1
3.48,53,26,53,9,4,1,202,276,1,205,73,12,1,0,0,0
5.34,126,71,68,18,7,12,359,542,4,220,77,19,1,0,0,0
4.92,120,59,59,12,8,6,324,475,0,230,72,18,0,0,0,1
4.43,84,41,73,5,3,3,250,362,6,210,74,7,0,1,0,0
5.3,101,52,74,8,4,8,265,413,14,205,75,8,1,0,0,0
6.36,179,99,116,19,11,11,420,671,0,215,75,27,1,0,0,0
5.37,150,75,88,19,9,8,377,534,0,265,77,21,0,1,0,0
3.97,69,36,92,7,6,6,245,335,0,195,73,13,0,0,0,1
5.03,213,103,107,18,10,12,553,824,0,240,79,31,0,1,0,0
5.61,160,82,89,17,7,8,395,590,0,270,76,24,0,0,1,0
6.82,69,50,62,12,3,4,198,324,0,225,75,14,0,0,0,1
5.89,120,63,45,13,6,7,289,423,1,205,72,17,1,0,0,0
5.82,102,58,74,19,3,10,269,407,2,252,73,17,1,0,0,0
4.16,193,90,148,20,14,8,584,834,0,235,77,32,0,0,1,0
3.49,218,83,105,11,15,12,642,865,0,200,72,32,0,0,1,0
3.96,176,75,89,23,14,9,512,720,0,205,77,31,0,1,0,0
6.19,54,33,39,6,1,3,144,223,0,245,77,9,1,0,0,0
5.1,122,68,76,18,3,6,360,525,2,230,71,17,0,1,0,0
6.57,40,28,22,5,1,1,115,176,0,230,74,8,1,0,0,0
4.65,94,46,66,10,4,3,267,387,3,240,77,14,1,0,0,0
5.52,147,85,117,27,8,11,416,610,1,220,77,24,1,0,0,0
5.44,59,30,35,4,2,3,149,234,3,225,74,6,0,0,1,0
3.02,192,69,193,21,14,12,617,849,0,195,71,33,0,1,0,0
4.3,192,85,141,18,13,9,534,771,0,210,73,29,1,0,0,0
3.74,87,40,52,9,5,4,289,401,0,250,75,15,1,0,0,0
3.37,197,86,197,18,19,8,690,938,0,300,78,34,0,0,0,1
3.87,84,37,71,10,4,8,258,383,0,205,72,16,1,0,0,0
4.24,135,77,177,19,8,12,490,710,2,200,72,29,1,0,0,0
5.03,159,78,107,24,8,8,419,614,0,175,74,23,0,1,0,0
3.13,156,58,146,20,13,9,500,701,0,210,72,25,0,0,0,1
4.6,202,95,101,29,16,7,558,805,0,215,75,31,1,0,0,0
4.12,166,78,174,20,9,11,511,741,0,208,75,30,0,1,0,0
5.6,16,11,8,1,2,2,53,83,0,185,77,4,0,0,0,1
4.14,239,101,167,29,11,12,659,930,0,210,75,33,0,1,0,0
8.6,41,29,10,5,1,3,91,142,1,280,76,6,0,0,0,1
8.76,34,24,11,4,0,2,74,121,0,190,73,6,1,0,0,0
4.86,113,49,75,15,10,3,272,394,0,200,75,16,1,0,0,0
8.33,59,37,33,8,2,5,120,186,0,210,75,8,0,0,1,0
5.36,87,48,52,7,2,8,242,360,0,200,71,15,0,1,0,0
6.77,131,75,60,19,6,9,299,459,2,190,75,18,1,0,0,0
5.29,200,95,80,25,7,12,485,748,0,225,74,30,0,0,0,1
5.32,169,95,120,20,7,9,482,717,3,220,78,25,0,1,0,0
3.54,43,29,87,4,4,2,221,313,5,245,74,6,1,0,0,0
4.84,85,43,34,8,2,6,240,345,17,190,73,8,0,1,0,0
4.05,71,30,48,7,2,4,200,279,0,195,74,12,0,0,1,0
4.3,57,28,49,11,3,2,176,256,0,215,77,11,1,0,0,0
2.87,181,70,238,20,15,10,658,874,0,210,74,32,0,0,0,1
3.45,219,92,269,20,19,9,720,982,0,235,77,35,0,1,0,0
5.34,102,57,83,13,4,10,288,422,23,220,74,6,1,0,0,0
4.35,34,24,47,6,4,2,149,218,0,220,72,9,1,0,0,0
5.21,169,92,107,29,9,13,477,682,0,235,80,29,1,0,0,0
2.63,216,68,212,17,19,8,699,970,0,230,79,34,0,1,0,0
4.58,137,66,72,12,11,5,389,572,0,210,74,21,0,1,0,0
9.64,66,45,29,7,1,6,126,206,2,225,76,9,0,0,1,0
2.64,109,39,79,11,8,6,399,531,0,190,73,20,0,0,1,0
3.75,196,88,174,26,16,8,633,882,0,210,79,33,1,0,0,0
5.89,160,80,78,19,7,10,367,561,4,215,74,21,0,1,0,0
7.49,37,28,17,4,1,4,101,160,0,230,74,7,0,0,0,1
3.23,178,77,160,24,11,7,643,862,0,205,72,34,0,1,0,0
5.21,70,44,50,12,4,6,228,336,0,255,82,14,0,1,0,0
3.77,155,71,152,10,9,7,508,733,0,275,76,28,0,0,0,1
4.03,179,86,154,21,10,13,576,818,0,205,74,33,0,0,0,1
2.8,112,35,75,6,7,6,337,470,0,230,76,19,1,0,0,0
3.88,188,93,121,29,17,10,647,880,0,185,75,33,0,0,0,1
4.46,109,54,100,11,4,3,327,465,0,223,76,19,1,0,0,0
4.49,186,85,148,23,12,9,511,725,0,215,76,29,0,1,0,0
6.34,158,90,77,23,7,12,383,581,1,202,74,23,0,1,0,0
5.78,151,82,116,20,6,6,383,577,0,230,77,21,0,0,0,1
4.98,193,94,81,26,8,12,510,746,1,210,74,28,1,0,0,0
3.57,176,76,171,8,12,11,575,817,0,240,73,31,0,1,0,0
5.42,194,97,68,25,10,12,483,692,2,240,76,26,0,1,0,0
4.82,206,94,134,27,9,6,527,765,0,225,75,28,0,1,0,0
5.53,187,105,112,25,8,10,513,754,0,210,72,29,0,0,0,1
3.5,180,75,113,17,11,14,578,781,0,185,73,30,1,0,0,0
2.33,142,45,120,9,17,7,521,711,0,190,75,28,1,0,0,0
4.28,246,100,99,17,13,13,631,897,0,240,74,33,0,0,0,1
5.26,204,109,145,25,10,15,560,829,0,230,76,33,0,0,0,1
4.54,198,88,107,28,8,13,523,781,0,205,74,31,0,1,0,0
2.97,155,65,118,19,18,8,590,783,0,223,76,30,1,0,0,0
3.14,181,78,177,22,13,11,670,896,0,230,75,33,0,1,0,0
3.77,203,88,124,17,13,14,631,880,0,270,76,33,0,0,1,0
3.22,214,84,179,21,16,9,705,969,0,230,78,35,0,0,0,1
5.08,147,72,62,11,6,8,383,572,0,215,75,23,0,0,1,0
5.4,152,87,115,20,10,10,435,641,0,200,75,26,0,1,0,0
3.64,181,75,138,19,12,7,557,780,0,229,71,31,1,0,0,0
3.72,189,88,162,18,15,11,639,878,0,210,73,32,0,1,0,0
5.34,206,109,126,20,8,12,551,817,0,210,73,32,0,1,0,0
7.51,55,32,34,6,1,4,115,191,0,215,76,8,0,1,0,0
4.07,165,76,113,24,12,10,504,722,0,225,77,29,1,0,0,0
4.22,105,57,113,15,8,7,365,512,0,215,73,20,0,0,1,0
3.85,198,92,208,25,15,12,646,918,0,215,74,34,0,0,0,1
4.25,34,14,17,5,1,3,89,135,1,210,77,5,1,0,0,0
2.89,26,9,18,3,2,1,84,116,0,165,75,5,0,1,0,0
2.62,122,38,78,11,10,3,392,535,11,200,72,13,1,0,0,0
5.72,212,101,96,25,8,15,477,730,0,210,74,29,0,1,0,0
6.45,57,32,21,4,3,4,134,213,0,235,73,9,1,0,0,0
5.48,181,86,75,18,7,11,424,641,2,225,78,22,0,1,0,0
4.11,187,78,93,13,6,14,513,720,0,210,80,28,1,0,0,0
4.08,199,85,151,14,10,13,562,798,0,245,76,31,0,1,0,0
5.0,119,58,67,11,4,6,313,441,0,220,77,19,0,0,1,0
3.84,178,79,200,12,14,7,555,803,0,205,74,31,1,0,0,0
4.64,171,81,89,23,12,6,471,671,0,250,76,28,0,1,0,0
2.7,151,49,132,9,13,8,490,695,0,215,74,28,1,0,0,0
3.47,176,77,136,20,14,12,600,837,0,210,78,33,0,1,0,0
3.91,193,89,150,28,15,10,614,855,1,220,76,32,0,1,0,0
3.23,171,72,171,15,15,9,602,851,0,205,72,33,1,0,0,0
4.09,136,62,119,11,7,9,409,604,3,218,75,23,0,1,0,0
4.17,219,102,181,18,10,14,660,919,0,200,74,33,0,0,1,0
3.83,193,89,119,25,11,14,628,872,0,205,73,32,0,1,0,0
8.4,36,28,30,4,0,4,90,151,1,210,73,6,1,0,0,0
2.44,231,68,219,24,21,10,752,993,0,225,78,33,0,0,0,1
3.06,185,71,211,26,12,11,626,856,0,205,76,33,0,0,1,0
4.81,201,95,141,18,10,9,533,770,0,225,78,30,0,1,0,0
3.33,182,75,173,14,10,11,608,845,0,220,78,34,1,0,0,0
1.76,13,3,9,1,1,0,46,70,0,205,77,3,1,0,0,0
5.32,139,66,82,16,6,7,335,504,1,260,79,20,0,0,0,1
5.58,91,57,75,18,5,5,276,430,0,190,73,18,0,0,1,0
4.6,161,72,141,23,7,8,423,607,0,215,77,21,0,0,1,0
4.71,80,41,46,10,3,2,235,356,9,240,76,6,1,0,0,0
4.98,113,50,61,15,4,8,271,409,9,195,75,8,1,0,0,0
4.31,72,38,72,9,8,8,238,348,16,245,75,8,1,0,0,0
2.27,194,63,232,17,13,12,749,1001,0,220,75,34,0,0,1,0
4.81,110,55,76,9,6,6,309,450,0,225,77,17,0,1,0,0
2.83,189,72,139,20,17,9,686,920,0,175,73,34,0,0,1,0
6.21,101,55,37,14,2,11,239,369,0,210,73,15,1,0,0,0
4.19,162,82,146,25,18,8,529,730,0,240,77,29,1,0,0,0
3.73,126,53,68,21,13,4,384,536,0,250,75,22,1,0,0,0
5.16,141,77,104,13,6,10,403,587,0,215,74,21,0,1,0,0
2.88,164,71,214,10,19,8,665,894,0,221,77,33,0,1,0,0
2.3,155,47,186,7,11,6,551,744,0,250,79,28,0,1,0,0
4.64,120,60,86,13,7,6,349,500,0,200,73,20,1,0,0,0
5.15,98,50,59,10,1,10,262,391,1,200,71,16,0,0,1,0
5.94,158,99,93,25,9,15,450,682,0,185,72,28,0,0,1,0
4.73,199,95,84,26,11,10,542,771,1,220,75,31,1,0,0,0
3.8,163,82,168,26,9,10,582,810,0,210,72,32,1,0,0,0
2.91,160,66,212,13,13,10,613,848,0,225,76,32,1,0,0,0
3.39,180,74,159,15,11,13,589,810,0,205,73,31,0,0,0,1
4.4,233,105,156,18,14,11,645,930,0,235,78,33,0,0,0,1
4.53,62,28,28,1,2,3,167,253,1,190,71,5,1,0,0,0
4.65,175,74,71,14,8,8,430,643,0,235,76,25,1,0,0,0
2.92,150,60,189,16,14,10,554,748,0,245,78,31,1,0,0,0
2.34,92,27,89,5,8,3,311,408,0,205,75,13,0,0,1,0
3.25,167,75,225,14,19,9,624,861,0,249,76,32,0,1,0,0
3.72,174,83,196,21,12,13,603,844,0,240,76,32,0,1,0,0
3.69,104,48,89,19,3,8,351,480,0,195,72,18,0,0,0,1
3.43,194,81,231,18,16,10,637,897,0,170,71,33,0,0,1,0
3.62,184,77,201,9,14,10,575,806,0,220,75,31,0,1,0,0
5.79,53,30,16,7,1,5,140,202,0,235,73,9,1,0,0,0
6.55,129,67,54,9,4,8,276,431,0,215,74,18,0,0,1,0
5.0,227,111,116,37,7,16,600,874,0,185,73,33,0,1,0,0
4.0,204,86,136,18,16,12,581,824,0,230,78,33,0,0,0,1
5.1,228,105,102,15,9,15,556,840,0,245,74,32,0,0,1,0
6.13,47,27,39,8,1,3,119,190,0,220,76,9,0,1,0,0
3.64,181,79,165,24,13,8,586,800,0,195,72,31,0,1,0,0
6.6,76,43,31,9,2,9,176,276,0,220,73,13,0,0,1,0
4.7,197,94,140,14,6,13,540,802,0,260,78,29,1,0,0,0
4.69,137,80,133,13,9,6,461,664,0,205,72,25,0,0,1,0
4.3,173,84,143,19,10,12,527,760,0,190,77,32,0,1,0,0
6.12,83,46,38,13,2,5,203,316,4,215,74,9,1,0,0,0
5.69,65,39,41,9,0,5,185,281,1,180,75,9,0,0,0,1
3.68,108,44,83,13,6,2,323,438,5,190,70,14,1,0,0,0
8.54,51,31,28,6,1,5,98,171,1,200,79,7,0,1,0,0
5.1,223,108,132,30,4,16,572,842,0,230,76,31,0,0,0,1
3.33,43,20,29,7,0,3,162,213,13,225,75,3,0,1,0,0
4.92,66,31,28,5,1,4,170,249,5,195,75,8,0,1,0,0
4.38,99,43,52,15,3,5,265,399,5,205,73,13,1,0,0,0
4.49,136,73,178,11,10,7,439,629,0,207,75,26,1,0,0,0
7.57,112,67,59,15,2,12,239,382,0,215,77,17,1,0,0,0
4.84,103,60,63,20,9,9,335,460,0,170,72,19,0,0,1,0
3.14,212,78,180,20,14,8,671,936,0,240,76,33,0,1,0,0
4.99,172,93,137,21,12,9,503,724,2,205,75,28,1,0,0,0
4.39,159,85,131,25,12,8,523,733,0,285,81,29,0,1,0,0
4.2,192,81,148,20,9,10,521,770,0,215,75,30,1,0,0,0
4.51,169,79,147,24,14,9,473,665,0,235,74,26,0,1,0,0
4.92,151,84,158,18,9,10,461,683,0,215,72,27,1,0,0,0
4.07,106,49,79,12,1,11,325,475,0,240,76,21,1,0,0,0
3.42,109,49,120,13,6,12,387,521,0,190,72,20,0,0,0,1
4.07,79,43,84,14,6,5,285,389,0,230,72,16,0,0,1,0
5.02,135,68,129,18,3,10,366,560,9,215,75,16,1,0,0,0
5.11,95,52,83,4,1,9,275,411,0,270,75,14,1,0,0,0
3.75,227,92,117,24,17,11,663,906,0,265,77,32,0,0,1,0
4.63,98,55,93,13,7,6,321,450,0,195,73,17,0,0,0,1
3.66,213,83,113,12,15,9,612,870,1,240,79,33,0,1,0,0
3.23,63,20,35,4,3,4,167,232,0,270,76,9,0,0,1,0
6.8,54,35,37,9,0,5,139,234,4,225,75,7,0,0,0,1
3.28,123,47,101,13,11,3,387,536,0,235,77,21,0,0,0,1
3.84,155,65,92,15,10,7,457,634,0,200,72,23,0,0,1,0
4.92,188,89,84,18,10,12,488,700,0,205,77,27,0,1,0,0
2.72,170,63,188,15,19,6,626,861,0,215,77,31,0,1,0,0
3.75,206,84,153,16,14,9,605,861,0,240,77,33,1,0,0,0
5.47,110,61,61,11,6,8,301,450,1,225,74,18,0,0,0,1
3.6,183,78,178,16,11,12,585,822,0,195,71,32,0,0,1,0
6.13,94,49,66,5,2,3,216,333,5,200,75,8,1,0,0,0
3.73,189,87,174,15,14,9,630,882,0,210,73,32,1,0,0,0
6.75,141,82,49,25,1,10,328,510,2,250,75,20,1,0,0,0
4.95,72,35,57,8,4,4,191,287,0,220,74,12,1,0,0,0
3.18,209,84,197,20,21,7,713,970,0,300,78,34,0,0,0,1
8.38,21,18,9,4,2,2,58,100,0,233,76,3,0,1,0,0
3.55,192,77,157,10,13,12,585,841,0,205,72,32,0,1,0,0
3.07,142,66,205,21,13,9,580,812,0,200,72,33,0,1,0,0
3.92,221,97,169,27,17,10,668,954,0,175,74,33,0,0,1,0
2.98,179,66,144,16,11,9,597,817,0,210,72,29,0,0,0,1
4.62,135,62,64,14,6,10,362,522,0,215,75,20,0,1,0,0
3.5,174,76,184,20,12,11,587,800,0,208,75,31,0,1,0,0
4.53,123,60,84,18,4,9,358,511,0,195,73,20,0,0,0,1
5.18,246,117,187,34,13,15,610,899,0,210,75,33,0,1,0,0
4.22,120,53,80,11,10,6,339,480,0,280,76,21,0,0,0,1
4.45,172,77,116,21,13,6,467,662,0,200,75,28,1,0,0,0
6.23,49,27,31,8,1,2,117,182,0,190,73,8,1,0,0,0
6.41,60,33,26,10,0,5,139,227,0,200,71,8,0,1,0,0
4.44,83,40,50,11,3,1,243,355,23,190,75,4,1,0,0,0
5.13,151,73,85,13,4,4,384,562,3,228,74,19,1,0,0,0
1.85,65,17,61,3,6,5,248,326,12,215,73,7,1,0,0,0
3.61,116,49,114,13,10,6,366,516,21,180,70,12,0,1,0,0
4.41,169,78,88,13,10,13,478,696,0,180,73,28,1,0,0,0
6.4,84,55,53,20,2,6,232,356,5,220,78,5,0,1,0,0
3.78,187,81,116,18,9,12,578,811,0,215,72,31,1,0,0,0
5.32,155,93,121,32,10,10,472,683,4,210,74,26,0,0,0,1
3.37,190,84,219,14,18,9,673,925,0,235,77,33,0,0,1,0
4.31,59,30,67,6,4,3,188,275,0,220,72,12,1,0,0,0
4.58,187,89,102,17,12,9,525,758,0,235,80,30,1,0,0,0
2.42,186,62,213,15,20,11,691,910,0,230,79,33,0,1,0,0
5.34,153,83,84,19,4,10,420,610,10,210,74,19,0,1,0,0
3.01,187,75,233,23,13,12,673,905,0,210,79,34,0,1,0,0
5.68,57,37,41,12,3,5,176,265,0,215,74,11,0,1,0,0
4.26,209,92,144,19,8,14,583,843,0,230,77,32,1,0,0,0
4.65,133,66,73,15,6,7,383,543,0,210,75,21,0,0,0,1
4.98,48,24,33,3,1,2,130,202,0,230,74,8,0,0,0,1
3.35,161,76,170,10,15,8,612,850,0,210,73,33,0,1,0,0
4.17,213,100,142,29,13,12,647,936,0,205,72,34,0,0,1,0
0.9,10,2,15,1,2,0,60,82,0,255,82,4,0,0,1,0
3.33,119,48,117,7,11,6,389,571,2,275,76,20,0,0,0,1
4.15,184,92,150,20,9,14,598,848,1,205,74,33,0,0,0,1
4.62,63,31,36,5,1,1,181,265,5,235,76,3,1,0,0,0
4.0,86,37,61,8,3,6,250,356,0,230,76,13,0,1,0,0
5.05,115,67,93,21,10,8,358,523,0,230,76,22,1,0,0,0
5.07,227,112,108,46,9,12,597,855,0,185,75,32,0,0,1,0
4.43,136,65,106,18,9,7,396,561,0,223,76,22,1,0,0,0
3.14,126,47,123,15,8,6,404,548,2,215,76,21,0,0,1,0
3.68,125,58,169,16,7,3,425,591,0,220,74,25,1,0,0,0
2.89,146,62,175,21,13,7,579,767,0,230,77,30,0,0,0,1
3.45,77,35,87,11,4,7,274,373,0,195,73,16,0,1,0,0
5.7,119,64,61,16,2,7,303,451,3,210,74,12,1,0,0,0
4.21,189,88,152,14,11,11,564,829,0,240,73,32,0,0,1,0
4.49,183,74,76,19,7,10,445,670,0,240,76,26,0,1,0,0
5.01,52,23,35,5,1,2,124,180,1,225,75,8,0,0,0,1
3.0,18,6,15,2,1,1,54,73,0,185,73,3,0,1,0,0
3.48,76,32,60,10,6,3,248,353,0,190,75,14,0,1,0,0
3.59,221,82,109,21,13,9,616,858,0,240,74,31,0,0,0,1
3.21,202,73,191,12,13,13,614,844,0,257,76,33,1,0,0,0
5.15,190,109,173,31,11,11,571,837,0,230,76,32,0,0,0,1
5.79,47,24,23,6,0,1,112,166,7,205,74,3,0,1,0,0
4.16,214,96,147,19,12,14,623,901,0,223,76,34,1,0,0,0
2.88,177,71,179,9,12,11,665,907,0,230,75,33,0,0,1,0
4.55,198,94,168,27,11,12,558,802,0,225,74,31,0,1,0,0
5.25,205,110,109,22,7,15,566,833,0,270,76,32,0,0,1,0
4.62,130,64,85,15,8,9,374,536,0,224,76,21,1,0,0,0
4.73,122,65,87,22,4,11,371,532,0,200,74,20,1,0,0,0
3.62,168,78,150,20,11,14,582,827,0,215,75,31,1,0,0,0
3.77,152,65,97,18,12,8,465,654,0,215,74,25,0,1,0,0
4.47,118,54,69,5,3,9,326,474,6,210,73,14,1,0,0,0
4.0,172,73,135,21,8,10,493,694,0,285,71,26,0,1,0,0
6.03,127,65,48,9,3,10,291,441,0,215,75,17,0,0,1,0
4.79,175,82,77,24,12,11,462,660,1,200,75,26,0,1,0,0
2.31,123,40,104,8,9,5,468,631,0,229,71,24,0,1,0,0
4.33,182,82,135,19,8,12,511,728,0,210,73,27,0,0,1,0
6.75,84,46,50,7,1,9,184,293,0,210,73,13,0,1,0,0
4.45,190,91,105,23,11,10,552,795,0,225,77,29,1,0,0,0
3.51,48,23,52,4,5,2,177,245,0,215,73,10,0,0,0,1
4.8,211,108,191,23,10,14,607,881,0,215,74,34,0,0,0,1
3.28,202,76,134,18,8,13,626,876,0,215,75,32,0,1,0,0
6.06,87,53,51,10,4,5,236,365,2,205,74,14,1,0,0,0
5.23,193,94,115,21,9,14,485,711,0,200,72,28,1,0,0,0
4.93,101,42,32,6,3,4,230,338,5,210,74,9,0,1,0,0
7.41,50,31,21,11,1,4,113,175,0,220,75,7,1,0,0,0
8.69,45,28,17,3,0,3,87,146,2,185,73,5,0,1,0,0
3.33,139,54,89,7,3,12,438,602,0,210,80,21,1,0,0,0
4.37,180,94,151,22,12,13,581,798,1,245,76,30,0,0,1,0
4.82,224,98,91,19,6,16,549,803,0,220,77,31,0,1,0,0
5.91,47,28,28,13,3,4,128,198,0,230,75,8,0,1,0,0
3.52,193,81,207,27,17,10,622,865,0,205,74,33,0,1,0,0
3.62,152,59,96,16,12,8,440,626,1,250,76,25,0,1,0,0
3.56,207,77,156,15,13,7,584,826,0,215,74,32,1,0,0,0
4.33,55,26,28,6,1,5,162,230,0,210,78,9,0,1,0,0
3.32,186,73,197,14,10,10,594,839,0,220,76,31,0,0,1,0
3.12,175,70,197,17,16,12,606,864,0,205,72,32,1,0,0,0
4.03,102,47,95,15,4,6,315,447,1,218,75,15,0,1,0,0
3.83,161,73,201,19,16,6,515,715,0,200,74,28,0,0,0,1
4.33,213,100,130,26,9,17,624,889,1,205,73,32,0,0,1,0
2.35,208,61,220,10,19,6,701,933,0,225,78,32,0,0,0,1
2.79,169,67,194,19,14,9,648,850,0,205,76,31,0,0,1,0
4.76,175,90,94,21,7,13,511,739,2,225,78,27,0,1,0,0
3.6,106,52,142,17,11,7,390,540,0,220,78,22,1,0,0,0
5.35,157,93,134,21,6,15,469,698,0,205,77,28,1,0,0,0
3.64,175,69,124,20,14,7,512,719,0,260,79,28,0,1,0,0
5.12,87,47,91,17,4,4,248,363,0,190,73,15,0,1,0,0
3.17,211,84,192,20,16,10,715,953,1,215,77,34,0,0,0,1
3.39,180,70,126,13,14,9,557,772,0,240,76,30,1,0,0,0
2.95,146,62,117,21,13,10,567,774,0,190,73,29,1,0,0,0
5.19,62,39,46,9,6,7,203,297,7,190,71,9,0,1,0,0
3.47,218,90,222,19,14,14,701,964,0,220,75,33,0,0,0,1
4.47,199,87,99,16,8,13,526,751,0,245,74,29,0,1,0,0
4.68,192,103,128,23,11,11,594,835,0,225,77,31,0,1,0,0
3.95,201,87,162,22,16,5,594,843,0,223,74,32,1,0,0,0
3.49,217,86,169,17,16,12,666,921,0,215,75,33,1,0,0,0
3.22,189,77,158,14,16,10,645,884,0,175,73,33,0,0,1,0
5.79,84,48,47,9,5,5,224,334,1,240,77,14,0,1,0,0
3.75,151,68,116,14,9,9,489,676,0,215,75,26,0,1,0,0
3.92,134,53,97,8,7,7,365,522,0,215,74,19,0,0,1,0
4.46,118,61,118,10,6,9,369,532,0,221,77,21,0,1,0,0
1.64,39,11,56,2,3,1,181,234,0,250,79,9,0,0,1,0
2.96,142,50,90,14,13,6,456,627,0,200,73,23,0,1,0,0
3.38,163,61,96,22,9,9,487,668,1,185,75,26,0,1,0,0
3.22,110,41,59,14,8,6,344,478,5,220,75,15,0,1,0,0
2.88,186,71,198,19,21,4,666,900,0,210,72,33,1,0,0,0
2.28,174,59,248,15,21,5,700,912,0,225,76,33,0,1,0,0
3.07,196,69,161,24,13,16,606,838,0,205,73,32,0,0,0,1
6.41,203,114,108,20,12,12,480,743,0,235,78,28,0,0,0,1
3.7,194,76,106,15,10,13,554,808,0,235,76,33,0,1,0,0
3.47,168,75,185,16,9,14,583,799,0,245,78,31,1,0,0,0
3.86,159,72,118,23,12,9,503,693,2,165,70,26,1,0,0,0
3.71,57,32,73,10,2,1,233,307,7,210,72,4,1,0,0,0
2.4,197,62,238,18,17,8,698,920,0,205,75,32,0,0,0,1
3.47,166,74,182,20,15,9,575,799,0,249,76,31,0,0,1,0
4.4,187,98,169,35,14,10,601,839,0,240,76,32,0,1,0,0
3.97,172,85,158,28,12,14,578,800,0,195,72,33,0,0,1,0
2.74,176,66,220,15,13,14,651,900,0,170,71,33,0,0,0,1
4.72,54,25,29,4,2,3,143,211,0,225,72,8,1,0,0,0
5.09,125,76,112,14,9,10,403,591,0,220,75,24,0,1,0,0
4.44,69,37,66,10,6,3,225,317,4,235,73,8,0,1,0,0
3.39,178,71,111,16,14,8,565,775,0,215,74,30,0,0,0,1
5.05,212,105,137,14,9,17,561,830,0,230,78,34,0,0,0,1
3.29,105,51,154,12,6,10,419,555,3,210,76,17,1,0,0,0
3.66,160,66,97,11,6,14,487,687,0,245,74,26,0,0,1,0
3.54,175,79,158,22,13,7,602,823,0,195,72,33,0,1,0,0
3.95,132,53,71,8,8,5,362,524,0,220,73,20,0,0,1,0
3.21,211,77,158,11,12,10,648,908,0,260,78,33,1,0,0,0
5.3,32,22,26,4,3,3,112,167,1,205,72,7,0,0,0,1
10.69,81,59,38,18,1,9,149,245,0,190,77,12,0,1,0,0
3.32,168,63,123,11,9,9,512,690,0,225,80,25,0,1,0,0
4.19,143,66,76,21,12,7,425,607,5,215,74,17,0,1,0,0
4.21,176,80,142,24,9,9,513,754,0,205,77,31,1,0,0,0
6.43,20,15,20,4,0,2,63,96,0,235,75,4,1,0,0,0
4.72,162,94,203,21,11,11,538,777,0,207,75,30,0,1,0,0
3.83,186,73,110,6,10,10,515,769,0,215,77,29,1,0,0,0
3.3,117,44,64,10,3,10,360,504,0,215,76,20,0,1,0,0
4.46,226,107,160,31,7,14,648,917,1,240,76,33,0,0,1,0
4.45,160,80,126,17,11,8,485,699,0,205,75,28,1,0,0,0
4.06,131,61,105,18,11,7,406,572,0,285,81,23,0,1,0,0
4.4,178,77,138,14,11,11,472,694,0,215,75,26,1,0,0,0
4.67,244,107,148,20,10,12,618,891,0,235,74,33,0,0,1,0
3.77,177,78,176,24,6,11,558,795,0,215,72,31,1,0,0,0
