ERA,Hits,Earned Runs,Strike Outs,Home Runs,Wins,Losses,Outs Pitched,Batters Faced by Pitcher,Games Finished,Weight,Height,Games Started,salBin_low,salBin_mid,salBin_high,salBin_top
4.59,236,115,150,34,13,10,676,971,0,180,72,34,0,1,0,0
5.36,101,48,46,9,4,7,242,353,13,165,74,4,1,0,0,0
5.46,108,59,64,20,5,7,292,427,2,220,76,17,1,0,0,0
4.65,92,41,43,12,4,7,238,348,1,212,75,14,1,0,0,0
4.31,224,99,126,17,10,10,620,881,0,200,76,33,0,1,0,0
4.58,62,30,44,7,1,6,177,267,0,215,76,11,1,0,0,0
5.3,189,100,99,25,9,11,509,763,2,205,74,28,1,0,0,0
3.03,181,69,132,30,13,9,615,845,0,185,75,31,1,0,0,0
3.71,102,47,108,18,10,5,342,484,2,185,74,17,1,0,0,0
3.32,219,83,173,20,15,7,675,945,0,185,75,33,1,0,0,0
4.81,63,26,13,5,1,3,146,228,0,170,72,8,1,0,0,0
3.62,177,69,95,17,13,8,515,741,0,180,71,31,0,1,0,0
5.27,58,32,33,6,3,5,164,242,1,185,74,9,1,0,0,0
5.4,196,109,97,17,9,14,545,810,0,210,74,32,1,0,0,0
7.71,86,54,37,13,1,5,189,301,8,210,77,6,1,0,0,0
2.97,57,23,79,9,5,0,209,305,13,205,75,8,1,0,0,0
5.4,86,49,81,10,4,8,245,361,0,205,75,15,1,0,0,0
5.14,238,121,140,38,14,13,635,963,0,210,74,32,1,0,0,0
4.56,170,76,99,17,9,8,450,643,1,180,73,23,1,0,0,0
9.09,35,33,11,6,1,5,98,163,6,190,75,4,1,0,0,0
5.96,145,87,75,24,8,7,394,575,2,190,74,21,1,0,0,0
4.61,189,95,128,28,8,12,557,793,0,195,75,29,1,0,0,0
4.54,85,36,40,7,2,2,214,319,8,205,75,8,1,0,0,0
5.3,141,77,94,25,12,7,392,574,6,180,72,16,1,0,0,0
5.14,247,128,130,32,11,14,673,946,0,187,75,34,0,1,0,0
5.58,200,100,75,29,7,11,484,725,2,205,74,25,1,0,0,0
4.76,31,15,22,0,2,2,85,126,0,205,78,6,0,1,0,0
6.77,145,91,72,21,3,10,363,579,17,205,75,17,0,1,0,0
5.44,188,101,103,25,6,14,501,732,1,190,74,29,1,0,0,0
4.73,64,31,43,8,4,5,177,255,0,180,72,10,1,0,0,0
5.38,157,89,109,15,5,12,447,677,0,235,77,26,1,0,0,0
5.41,235,120,157,28,16,12,599,903,1,190,74,32,0,1,0,0
5.73,179,95,78,26,7,10,448,672,0,190,72,28,1,0,0,0
3.05,109,41,99,9,9,7,363,510,8,210,76,11,1,0,0,0
4.93,105,50,45,8,4,4,274,406,0,240,78,15,1,0,0,0
3.54,78,30,56,13,5,3,229,324,3,185,76,6,1,0,0,0
8.18,73,53,37,9,3,5,175,282,0,215,79,12,1,0,0,0
7.68,102,66,33,20,2,10,232,350,0,195,76,15,1,0,0,0
3.03,126,49,110,9,9,8,437,613,0,175,73,22,0,1,0,0
6.48,76,36,28,9,0,6,150,244,5,175,74,8,1,0,0,0
3.4,215,89,196,24,9,13,707,972,0,180,74,34,0,1,0,0
4.13,207,92,144,17,9,11,602,851,0,180,73,30,0,1,0,0
4.1,151,70,115,15,7,9,461,654,2,174,74,24,0,1,0,0
6.42,127,69,51,15,6,7,290,453,1,180,76,18,0,1,0,0
4.29,210,91,84,27,9,10,573,835,0,180,73,29,1,0,0,0
5.27,205,117,140,19,12,15,600,879,0,210,75,32,1,0,0,0
5.7,36,23,27,4,0,5,109,168,2,210,73,6,1,0,0,0
5.07,147,77,120,25,4,9,410,602,0,190,74,24,1,0,0,0
5.02,242,119,113,31,13,12,640,927,0,210,75,32,0,1,0,0
3.48,47,21,50,3,1,2,163,224,16,185,71,4,1,0,0,0
2.89,128,52,160,13,9,9,485,666,0,215,77,23,1,0,0,0
3.1,149,61,175,9,10,7,531,727,0,235,78,26,0,1,0,0
4.71,20,15,21,4,4,2,86,123,0,185,75,6,1,0,0,0
6.09,126,67,74,11,2,4,297,451,13,205,76,9,1,0,0,0
4.17,186,81,90,18,16,8,525,739,0,185,73,27,0,1,0,0
3.82,95,40,66,9,6,4,283,412,0,210,74,14,1,0,0,0
5.97,102,52,36,10,4,7,235,352,2,200,70,11,1,0,0,0
6.43,95,55,50,14,6,6,231,349,8,205,75,9,0,1,0,0
3.23,74,28,60,10,3,4,234,332,20,220,77,4,1,0,0,0
2.69,214,71,205,10,16,8,712,976,0,195,76,33,0,1,0,0
5.56,165,96,87,17,7,12,466,697,4,185,74,25,0,1,0,0
4.73,157,84,131,22,11,10,480,706,1,220,76,27,0,1,0,0
4.56,240,96,139,20,9,12,568,828,0,175,74,30,0,1,0,0
6.56,83,43,39,13,2,5,177,288,1,220,76,9,1,0,0,0
5.26,47,31,37,6,4,4,159,236,9,185,73,4,1,0,0,0
3.6,128,54,89,21,10,7,405,573,6,205,75,18,0,1,0,0
5.09,108,46,55,7,3,7,244,374,1,230,78,13,1,0,0,0
5.42,113,59,67,9,6,9,294,446,0,180,73,19,0,1,0,0
4.25,158,67,72,18,8,7,426,608,0,225,77,22,0,1,0,0
5.87,41,20,11,3,1,4,92,138,2,195,74,5,1,0,0,0
2.05,204,60,292,9,21,7,792,1044,0,205,76,34,0,0,1,0
5.65,107,59,66,12,4,7,282,427,0,285,71,17,1,0,0,0
2.82,155,61,222,17,12,6,585,805,0,180,73,29,0,0,1,0
4.3,184,80,109,15,9,15,502,756,0,225,78,32,1,0,0,0
6.3,21,14,22,2,1,1,60,95,1,245,77,4,1,0,0,0
3.63,175,72,121,14,11,8,536,744,0,190,70,29,1,0,0,0
5.81,114,59,79,11,6,3,274,430,16,200,73,8,1,0,0,0
4.71,139,71,94,25,9,7,407,585,0,250,79,23,1,0,0,0
4.13,130,52,62,21,4,8,340,496,0,185,75,17,1,0,0,0
4.29,236,97,115,32,13,9,611,888,1,190,72,32,1,0,0,0
5.74,170,108,85,30,12,11,508,731,0,185,73,31,0,1,0,0
4.99,207,112,122,31,13,15,606,885,0,215,76,34,0,1,0,0
3.69,218,91,131,16,16,7,665,922,0,220,76,33,0,1,0,0
6.33,58,30,18,3,3,3,128,198,6,205,75,6,1,0,0,0
3.18,162,71,181,12,19,5,603,849,0,185,74,32,1,0,0,0
5.04,62,34,36,11,4,4,182,267,0,160,73,11,1,0,0,0
3.61,226,94,189,21,16,9,703,1010,0,180,73,35,0,1,0,0
3.59,193,88,183,25,17,12,662,904,0,200,74,32,0,0,1,0
4.95,74,31,31,9,3,4,169,256,0,190,74,11,0,1,0,0
4.23,152,77,155,20,13,6,492,690,0,220,78,25,0,1,0,0
4.32,74,36,53,4,4,4,225,332,6,185,72,8,1,0,0,0
4.61,141,75,118,27,10,7,439,637,0,160,73,25,1,0,0,0
3.69,155,65,120,20,9,8,476,665,5,200,74,20,1,0,0,0
4.29,188,86,136,28,12,9,541,764,0,190,73,30,0,1,0,0
2.96,197,79,152,20,14,7,720,970,0,175,72,33,0,0,1,0
4.25,126,68,93,16,11,9,432,613,0,200,74,23,1,0,0,0
4.91,116,58,66,14,9,5,319,472,0,190,74,19,0,1,0,0
3.74,155,76,159,10,6,10,548,774,16,160,69,25,0,1,0,0
3.46,32,15,26,3,3,2,117,151,0,210,76,6,1,0,0,0
4.93,72,42,58,8,4,4,230,340,0,185,77,14,1,0,0,0
4.95,48,33,52,14,3,6,180,261,0,190,71,13,0,1,0,0
4.25,199,91,124,22,12,7,578,831,1,220,76,29,0,1,0,0
5.92,81,43,48,5,3,4,196,293,6,190,73,8,0,1,0,0
3.83,217,95,139,16,15,10,669,941,0,185,70,34,0,1,0,0
4.38,29,12,16,1,1,2,74,110,1,185,75,3,0,1,0,0
8.06,35,23,12,5,0,1,77,121,0,195,73,5,0,1,0,0
3.93,118,51,83,14,3,7,350,497,17,160,71,7,0,1,0,0
5.84,134,67,58,19,6,12,310,478,0,220,77,20,1,0,0,0
4.42,74,36,65,7,3,6,220,329,0,185,76,13,1,0,0,0
4.58,47,28,46,5,3,3,165,226,1,215,75,8,1,0,0,0
3.52,89,33,51,6,7,3,253,345,13,195,73,5,1,0,0,0
3.68,253,108,160,31,15,10,792,1085,0,210,74,35,0,1,0,0
3.69,134,65,136,15,8,8,475,656,0,195,75,28,1,0,0,0
3.18,81,34,72,5,9,3,289,405,0,245,74,17,0,1,0,0
4.47,199,97,107,26,14,6,586,826,0,190,75,32,0,1,0,0
5.19,129,64,68,11,5,8,333,499,0,200,76,19,0,1,0,0
5.2,172,93,106,24,10,11,483,693,1,200,73,28,0,1,0,0
3.52,211,82,95,17,8,12,629,883,0,205,76,32,1,0,0,0
7.09,69,42,56,15,5,4,160,246,0,240,76,9,0,1,0,0
7.58,40,25,25,3,2,2,89,145,0,235,75,6,1,0,0,0
7.71,26,16,13,3,1,2,56,88,0,205,72,4,0,1,0,0
7.94,52,35,29,12,0,1,119,183,5,175,74,5,1,0,0,0
2.28,147,54,291,20,20,4,639,850,0,225,82,29,0,0,1,0
3.63,177,78,125,24,15,9,580,806,0,210,76,30,0,1,0,0
4.22,125,61,107,17,11,5,390,565,0,245,79,22,1,0,0,0
4.01,179,80,109,20,10,6,538,764,0,195,72,30,0,1,0,0
4.47,212,96,119,23,10,13,580,839,0,195,74,32,1,0,0,0
5.77,166,85,92,20,3,12,398,609,0,210,75,24,1,0,0,0
6.55,58,33,33,9,3,5,136,214,0,185,73,10,1,0,0,0
3.43,210,81,141,24,16,10,637,902,0,185,73,34,0,1,0,0
2.57,208,73,205,19,19,7,767,1056,0,185,77,34,0,1,0,0
6.3,67,35,29,7,4,2,150,225,0,180,73,10,1,0,0,0
5.85,61,31,30,8,2,4,143,226,0,177,74,9,0,1,0,0
4.34,133,73,132,13,11,9,454,668,0,200,74,27,0,1,0,0
5.67,216,115,148,25,10,17,548,832,0,200,75,31,0,1,0,0
4.49,193,94,160,23,11,14,565,799,0,220,75,32,1,0,0,0
5.77,101,59,64,15,5,7,276,415,1,170,72,15,1,0,0,0
4.13,214,90,122,17,11,11,589,851,0,230,74,32,1,0,0,0
6.93,101,59,63,11,3,7,230,364,10,240,74,6,1,0,0,0
6.37,45,21,18,2,3,1,89,146,1,195,75,6,1,0,0,0
2.2,200,57,177,9,19,4,698,893,0,170,72,33,0,0,1,0
7.23,83,57,31,12,3,7,213,331,0,175,72,13,1,0,0,0
1.9,158,51,305,16,17,8,724,947,0,170,71,31,0,1,0,0
3.64,123,54,120,14,10,5,401,590,0,165,76,22,0,1,0,0
8.38,24,18,8,1,1,1,58,104,0,190,74,4,1,0,0,0
4.06,120,60,110,13,8,7,399,551,0,212,79,21,0,0,1,0
5.09,44,23,38,6,3,3,122,181,0,180,77,6,0,1,0,0
4.24,157,63,82,15,8,6,401,578,9,154,74,15,1,0,0,0
4.7,42,23,22,6,2,3,132,180,0,190,74,8,1,0,0,0
3.79,146,67,80,24,7,10,477,653,1,180,73,23,1,0,0,0
3.92,135,63,75,16,8,11,434,616,0,175,73,25,0,1,0,0
7.63,64,41,26,8,1,5,145,227,1,205,75,7,1,0,0,0
4.0,194,86,157,21,8,12,581,838,0,185,76,32,0,1,0,0
4.67,198,91,97,22,11,12,526,770,0,195,75,31,1,0,0,0
5.13,116,58,66,11,1,10,305,462,16,195,74,10,1,0,0,0
4.78,165,86,103,13,9,12,486,688,0,195,75,30,0,1,0,0
3.19,208,77,149,12,12,9,651,900,0,210,77,33,1,0,0,0
3.86,187,81,113,21,17,5,566,787,0,170,72,30,0,1,0,0
4.07,162,71,74,20,6,12,471,668,0,200,75,25,0,1,0,0
8.91,47,33,20,4,1,5,100,161,1,237,79,7,1,0,0,0
3.2,197,80,218,27,15,8,674,905,0,185,74,33,0,0,1,0
4.28,253,108,149,27,15,11,681,991,0,200,75,34,0,1,0,0
5.79,267,135,142,22,9,14,629,957,0,210,76,33,0,0,1,0
2.97,204,77,172,18,20,5,700,947,0,200,76,34,0,1,0,0
4.25,193,98,233,23,14,12,622,904,0,210,74,33,0,1,0,0
4.99,139,70,80,13,8,9,379,552,0,200,74,21,0,1,0,0
4.7,110,60,74,8,5,6,345,502,0,185,73,19,0,1,0,0
4.2,213,94,104,29,13,12,604,887,0,250,75,32,0,1,0,0
5.02,111,60,72,15,4,6,323,473,0,170,74,17,1,0,0,0
4.93,84,44,51,10,3,7,241,337,0,195,74,14,0,1,0,0
12.0,29,24,8,2,1,2,54,100,0,185,74,3,1,0,0,0
3.38,149,72,166,24,14,8,576,792,1,210,74,29,1,0,0,0
4.37,59,28,35,7,3,5,173,256,0,220,75,11,0,1,0,0
3.88,206,89,110,21,12,13,620,857,0,195,75,32,1,0,0,0
5.61,125,80,99,19,5,10,385,566,0,180,72,22,1,0,0,0
2.88,233,77,166,7,18,7,721,986,0,235,77,35,0,1,0,0
4.61,17,7,2,0,0,2,41,60,0,170,72,3,0,1,0,0
5.04,155,70,90,16,6,8,375,588,0,220,75,22,1,0,0,0
3.87,238,103,174,28,20,10,719,989,0,180,74,35,1,0,0,0
4.47,121,54,64,11,4,6,326,484,0,195,75,19,0,1,0,0
2.89,186,67,113,19,13,9,625,824,0,195,72,31,1,0,0,0
4.14,100,57,145,11,8,8,372,525,10,195,72,12,1,0,0,0
5.82,101,50,43,13,3,4,232,352,9,190,73,6,1,0,0,0
4.53,95,46,47,7,6,3,274,388,0,186,72,16,0,1,0,0
4.23,189,85,152,19,9,10,543,773,0,210,75,30,0,1,0,0
4.87,92,42,34,14,1,7,233,339,0,203,78,14,1,0,0,0
5.87,142,70,56,16,6,8,322,486,0,195,76,18,0,1,0,0
5.21,86,38,34,8,2,5,197,289,4,195,73,3,1,0,0,0
5.69,169,93,69,19,8,12,441,666,2,175,76,26,1,0,0,0
4.62,147,73,65,12,3,6,427,613,5,193,72,15,1,0,0,0
5.65,161,91,78,18,6,7,435,651,4,200,73,22,0,0,1,0
4.69,208,106,129,26,9,12,610,881,0,175,72,33,1,0,0,0
3.45,194,73,115,17,13,6,572,802,0,190,75,32,1,0,0,0
7.71,42,34,33,4,0,3,119,202,3,215,76,4,1,0,0,0
5.5,206,104,116,28,6,9,511,758,0,170,74,27,1,0,0,0
6.58,30,19,14,5,0,1,78,120,0,160,73,6,0,1,0,0
6.47,73,47,62,16,3,6,196,309,15,210,76,6,0,1,0,0
6.75,141,78,64,16,4,6,312,496,3,175,72,14,1,0,0,0
4.61,99,57,102,12,4,6,334,483,0,205,74,21,1,0,0,0
2.97,208,84,319,25,17,11,763,1009,0,205,77,35,0,1,0,0
4.6,193,96,136,16,10,9,563,825,0,185,77,32,1,0,0,0
5.42,78,51,59,18,5,8,254,371,0,195,77,17,0,1,0,0
5.38,196,106,122,25,13,12,532,810,0,205,77,33,0,1,0,0
2.25,36,8,24,4,3,0,96,130,1,190,73,4,1,0,0,0
5.23,139,68,94,17,9,10,351,514,0,180,76,20,0,1,0,0
4.81,120,63,68,16,7,6,354,511,7,185,74,15,1,0,0,0
3.02,234,86,241,21,15,12,768,1043,0,210,75,35,0,0,1,0
5.18,199,112,75,32,9,9,584,846,0,185,70,28,1,0,0,0
3.15,104,41,81,11,8,6,351,474,0,195,76,18,1,0,0,0
3.88,155,78,160,16,12,9,543,761,0,195,75,28,0,1,0,0
6.34,85,46,29,11,4,6,196,304,1,170,72,13,0,1,0,0
3.39,77,32,55,7,9,3,255,352,0,180,72,13,0,1,0,0
6.06,134,68,55,15,4,6,303,458,0,212,75,19,1,0,0,0
4.22,200,79,92,12,8,13,506,721,0,200,76,26,0,1,0,0
3.02,188,75,151,20,15,11,670,891,0,215,76,32,1,0,0,0
7.89,40,26,9,8,3,3,89,146,0,205,74,6,1,0,0,0
4.71,193,87,106,15,7,9,499,721,0,175,75,27,1,0,0,0
3.43,106,48,95,14,11,7,378,519,1,220,76,19,1,0,0,0
4.51,225,101,160,32,8,12,604,878,0,185,75,34,0,1,0,0
2.65,171,58,140,16,10,11,590,795,0,185,75,30,0,1,0,0
3.13,84,33,54,2,4,4,285,407,9,170,72,7,1,0,0,0
4.75,84,35,51,10,2,8,199,313,0,180,71,13,0,1,0,0
4.96,80,49,52,11,4,7,267,403,1,210,74,17,1,0,0,0
5.36,60,25,35,6,2,3,126,197,1,205,75,9,1,0,0,0
4.25,193,95,151,24,12,15,604,866,2,210,74,29,0,1,0,0
4.4,121,61,84,18,4,6,374,534,10,190,74,7,1,0,0,0
4.93,220,109,141,37,12,12,597,880,0,195,75,34,0,1,0,0
4.21,239,102,156,24,16,10,654,922,0,187,75,32,0,1,0,0
6.04,177,90,68,21,5,11,402,612,16,205,74,12,1,0,0,0
4.39,39,20,25,6,2,2,123,168,2,200,74,6,1,0,0,0
4.35,201,94,124,31,9,14,584,833,0,180,72,31,1,0,0,0
4.82,245,112,121,33,12,12,627,919,1,190,74,32,0,1,0,0
6.03,129,67,58,22,5,6,300,451,0,190,72,18,1,0,0,0
5.15,39,21,32,5,3,3,110,153,0,225,76,7,1,0,0,0
5.16,116,61,81,14,4,8,319,483,14,210,76,10,0,1,0,0
6.25,198,104,59,19,8,12,449,698,0,240,78,26,1,0,0,0
4.38,81,44,63,9,8,3,271,388,0,220,74,16,1,0,0,0
2.56,83,28,56,7,8,3,295,394,29,245,74,9,1,0,0,0
8.22,25,21,14,5,0,3,69,104,0,185,76,5,1,0,0,0
4.73,130,75,107,18,6,14,428,624,0,175,73,25,0,1,0,0
4.33,221,100,95,39,12,13,624,845,0,190,73,32,0,1,0,0
7.8,21,13,9,3,1,2,45,69,0,180,74,3,0,1,0,0
3.56,195,80,152,21,14,12,606,853,0,215,76,32,1,0,0,0
3.34,223,84,151,23,17,9,680,939,0,180,73,33,0,1,0,0
6.23,245,145,170,39,13,14,628,938,0,174,74,34,0,1,0,0
5.02,128,69,57,14,10,7,371,546,4,180,76,23,0,1,0,0
5.98,90,54,57,6,6,6,244,369,1,165,73,14,1,0,0,0
5.32,176,94,108,18,13,6,477,712,3,210,75,24,1,0,0,0
6.0,45,28,24,5,2,4,126,180,0,175,73,8,1,0,0,0
3.8,141,57,92,12,3,5,405,598,12,210,73,13,1,0,0,0
5.15,126,67,113,19,3,9,351,531,0,190,74,21,1,0,0,0
4.27,247,111,130,37,14,14,702,1003,0,210,75,34,0,1,0,0
3.97,221,102,164,25,14,13,694,979,0,235,78,34,0,0,1,0
6.45,98,60,53,14,3,7,251,404,0,185,75,15,0,1,0,0
4.12,39,20,31,3,3,2,131,184,2,185,75,7,1,0,0,0
3.72,183,71,100,20,12,9,516,733,1,205,76,27,1,0,0,0
5.34,165,87,71,27,4,15,440,634,0,185,73,23,0,1,0,0
3.15,47,19,39,4,2,4,163,230,4,210,74,4,1,0,0,0
4.44,128,66,98,13,4,6,401,578,11,225,75,17,0,1,0,0
2.38,225,68,257,8,18,7,771,1032,0,195,76,35,0,1,0,0
4.11,210,93,132,30,15,10,611,870,0,220,76,31,0,1,0,0
5.68,230,123,131,19,9,13,585,854,0,175,74,32,0,1,0,0
2.29,41,14,38,6,5,2,165,222,0,185,73,8,1,0,0,0
4.84,222,108,98,30,11,16,603,878,0,205,75,33,0,1,0,0
4.37,177,85,136,18,12,7,525,742,4,230,78,24,1,0,0,0
6.83,150,88,81,17,3,9,348,531,4,180,73,19,0,1,0,0
4.84,236,115,161,23,9,14,641,918,0,225,77,33,0,0,1,0
2.65,169,69,271,11,20,6,704,961,0,205,76,33,0,0,1,0
6.37,187,110,114,29,8,10,466,722,0,200,73,30,1,0,0,0
3.71,205,84,158,15,14,9,612,883,0,285,71,31,1,0,0,0
3.55,186,82,209,20,20,7,623,866,0,180,73,31,0,0,1,0
3.31,204,81,157,22,13,14,661,921,0,190,70,33,0,1,0,0
2.88,146,52,132,12,8,12,488,664,4,160,75,23,0,1,0,0
5.51,176,91,81,23,8,10,446,660,2,185,75,25,0,1,0,0
5.67,90,47,43,10,2,6,224,332,8,200,71,5,1,0,0,0
6.05,147,82,61,17,10,10,366,545,5,190,72,18,1,0,0,0
7.29,138,88,55,20,6,11,326,484,1,185,73,21,0,1,0,0
4.0,171,80,168,12,8,12,540,752,0,205,74,26,0,1,0,0
4.8,157,71,86,14,4,8,399,602,0,215,76,23,0,1,0,0
4.01,284,112,186,23,16,13,754,1102,0,220,76,36,0,1,0,0
3.73,72,33,72,5,7,3,239,342,2,205,73,10,1,0,0,0
5.06,150,84,136,14,7,12,448,661,0,185,74,25,0,1,0,0
5.38,114,64,73,24,3,8,321,491,10,160,73,17,1,0,0,0
3.97,223,99,176,33,13,12,674,954,0,180,73,32,0,0,1,0
3.39,210,84,212,20,11,9,670,976,0,220,78,34,0,0,1,0
4.8,141,71,97,16,8,9,399,580,6,185,72,16,0,1,0,0
6.33,56,30,24,5,0,7,128,204,0,185,74,8,1,0,0,0
6.75,51,36,23,7,1,2,144,228,5,210,74,5,1,0,0,0
4.33,203,102,151,29,13,6,636,886,0,190,73,33,0,1,0,0
2.47,202,63,157,13,20,6,688,934,0,175,72,33,0,0,1,0
5.32,124,65,70,13,7,7,330,493,0,200,74,20,1,0,0,0
3.76,135,56,83,13,8,6,402,580,0,190,74,23,0,1,0,0
4.86,15,9,7,1,1,2,50,70,0,167,75,3,1,0,0,0
5.48,116,55,46,10,4,7,271,418,1,210,76,15,1,0,0,0
5.03,142,89,113,23,6,12,478,699,0,185,77,27,0,1,0,0
5.12,142,74,66,17,6,9,390,562,0,200,75,21,1,0,0,0
4.41,133,71,113,19,6,12,435,632,0,190,71,22,0,0,1,0
5.85,37,21,21,0,1,1,97,147,0,215,77,6,1,0,0,0
4.27,220,103,147,15,13,13,652,958,0,220,76,34,0,1,0,0
3.36,227,79,137,18,11,7,635,917,0,185,70,32,0,1,0,0
7.03,125,76,51,18,6,6,292,450,2,185,75,12,0,1,0,0
6.24,73,34,21,10,0,3,147,243,3,210,78,8,0,1,0,0
3.14,176,73,157,24,14,7,627,854,0,195,73,32,1,0,0,0
5.25,227,111,105,27,7,14,571,840,0,220,77,33,1,0,0,0
5.09,229,110,134,25,11,9,583,875,0,185,76,33,1,0,0,0
4.41,209,106,164,27,20,7,649,922,0,215,75,33,1,0,0,0
5.17,208,102,94,28,12,11,533,795,0,210,74,29,0,1,0,0
2.74,43,13,27,4,3,3,128,175,2,190,73,6,1,0,0,0
3.13,163,65,154,21,14,11,561,768,0,195,75,30,1,0,0,0
4.72,265,123,162,37,10,12,703,1040,0,245,74,33,0,1,0,0
3.13,113,49,131,11,12,4,423,574,0,210,74,21,0,1,0,0
4.41,200,99,126,22,11,10,606,887,0,190,75,34,0,1,0,0
4.98,123,57,57,6,9,6,309,458,0,200,76,19,0,0,1,0
3.93,169,77,158,29,9,7,529,743,3,200,73,27,0,1,0,0
4.06,148,78,126,27,13,9,519,732,0,240,76,28,0,1,0,0
4.57,108,44,34,9,3,3,260,382,5,185,74,10,1,0,0,0
5.7,74,38,36,9,2,5,180,274,0,225,78,13,1,0,0,0
4.33,146,77,213,19,9,10,480,685,0,225,82,23,0,0,1,0
4.05,192,88,115,23,9,9,586,804,0,210,76,30,0,1,0,0
5.22,153,82,109,12,7,8,424,630,1,185,72,20,1,0,0,0
5.53,149,85,109,20,7,11,415,629,0,245,79,24,0,1,0,0
6.75,67,41,25,7,2,6,164,249,1,195,72,11,0,1,0,0
4.4,219,94,102,21,10,11,577,843,0,195,74,33,0,1,0,0
5.59,46,24,25,5,0,5,116,180,0,185,73,7,1,0,0,0
4.2,77,37,53,5,6,3,238,327,4,185,73,11,0,0,1,0
5.2,257,133,158,28,13,17,691,1020,1,185,77,35,0,0,1,0
5.86,107,53,56,11,4,6,244,380,0,177,74,16,0,1,0,0
7.32,25,16,12,4,2,1,59,92,0,215,76,3,1,0,0,0
2.47,151,53,174,8,17,6,579,789,0,200,74,28,0,1,0,0
4.11,182,78,138,23,8,14,513,731,1,220,75,28,0,1,0,0
3.7,229,96,169,34,16,8,700,950,0,170,74,33,1,0,0,0
4.52,96,46,53,13,6,5,275,394,3,230,74,14,1,0,0,0
6.09,154,83,58,18,7,8,368,549,0,220,78,21,1,0,0,0
4.02,126,55,77,5,3,9,369,527,8,230,78,10,1,0,0,0
7.44,46,27,27,7,1,4,98,159,0,210,77,6,1,0,0,0
2.22,201,62,204,13,18,9,753,987,0,170,72,34,0,0,1,0
4.45,109,45,62,8,4,6,273,396,11,160,73,5,0,1,0,0
2.89,188,75,251,26,19,7,701,951,0,170,71,33,0,0,1,0
2.83,76,32,91,8,7,3,305,418,0,165,76,15,0,1,0,0
5.09,96,43,45,11,5,3,228,334,0,180,77,14,0,1,0,0
5.21,222,101,88,20,11,13,523,772,0,210,76,31,1,0,0,0
6.01,76,45,49,8,2,6,202,327,0,194,75,12,1,0,0,0
3.25,131,47,56,9,10,2,391,548,6,154,74,14,1,0,0,0
6.75,42,24,11,5,2,2,96,146,0,180,73,5,0,1,0,0
5.07,199,91,72,11,11,11,485,716,1,175,73,29,0,1,0,0
4.08,175,79,163,18,17,8,523,748,1,230,76,29,1,0,0,0
5.64,195,108,107,25,8,14,517,772,0,200,75,32,1,0,0,0
5.68,68,36,39,8,1,4,171,264,0,185,76,10,0,1,0,0
3.9,220,96,123,30,14,13,664,912,0,195,75,33,1,0,0,0
5.02,78,34,35,5,2,5,183,277,1,200,73,11,1,0,0,0
3.49,108,38,50,13,4,2,294,412,0,195,75,17,0,1,0,0
2.53,101,32,79,8,7,5,341,468,0,210,77,17,1,0,0,0
3.53,234,92,158,23,15,9,703,974,0,170,72,34,0,1,0,0
2.89,100,36,72,7,6,5,336,476,14,200,75,6,0,1,0,0
3.49,189,80,175,22,13,10,619,835,0,185,74,29,0,0,1,0
5.22,250,122,120,34,15,10,631,930,0,200,75,33,0,1,0,0
6.36,223,122,71,30,8,16,518,802,4,210,76,27,0,0,1,0
3.55,196,83,165,25,16,11,631,861,0,200,76,31,0,1,0,0
5.05,57,38,73,8,2,7,203,295,0,210,74,12,0,1,0,0
5.61,74,43,43,9,5,4,207,307,1,200,74,9,0,1,0,0
4.25,128,59,75,14,2,7,375,554,4,210,74,13,1,0,0,0
4.03,189,82,112,19,9,9,549,805,6,185,73,26,0,1,0,0
6.53,140,75,58,11,6,7,310,493,0,250,75,19,0,1,0,0
6.22,210,121,112,27,7,11,525,777,2,170,74,29,1,0,0,0
4.99,90,49,75,11,4,4,265,394,3,200,73,13,1,0,0,0
4.09,84,38,60,11,5,4,251,358,0,195,74,14,0,1,0,0
3.71,199,91,191,16,15,9,662,946,0,210,74,34,0,1,0,0
5.1,135,64,77,14,7,5,339,507,0,165,71,21,1,0,0,0
3.73,89,41,77,9,6,5,297,421,0,190,72,16,1,0,0,0
4.69,83,41,49,9,4,1,236,334,8,220,73,3,1,0,0,0
4.21,130,63,83,18,6,9,404,580,0,265,77,23,1,0,0,0
3.75,177,68,82,12,7,10,490,690,0,195,75,23,0,1,0,0
3.47,142,57,103,13,8,10,444,630,7,162,73,21,1,0,0,0
4.77,131,56,55,9,7,4,317,476,7,185,72,10,1,0,0,0
4.24,226,102,146,20,16,11,649,932,0,235,77,32,0,1,0,0
5.13,126,64,55,11,7,8,337,503,2,160,73,18,0,1,0,0
6.32,45,26,22,6,2,3,111,172,0,185,71,8,1,0,0,0
5.27,157,79,85,19,8,9,405,588,5,220,73,20,1,0,0,0
4.44,186,82,104,26,10,5,499,704,0,170,72,26,0,1,0,0
6.35,101,59,46,17,3,8,251,383,1,205,74,16,1,0,0,0
4.3,238,102,146,23,12,14,641,904,0,180,74,32,0,1,0,0
5.3,208,111,132,24,12,13,565,855,0,195,75,32,0,1,0,0
3.48,208,82,153,30,16,11,637,845,0,195,72,31,0,1,0,0
4.98,95,48,55,16,2,8,260,369,1,205,75,15,1,0,0,0
4.82,164,88,144,23,8,15,493,727,0,195,72,28,1,0,0,0
